date,oil_spot_price_weekly,sum_refiner,sum_blender,sum_export,sum_import,sum_stock,natural_gas_spot,brent_spot
2021-02-07,55.396,17457,33230,10090,33629,299086,3.12,58.22
2021-02-14,58.54,17076,33667,12426,33555,294404,4.63,61.13
2021-02-21,60.17,13907,30960,9059,26496,294701,12.18,63.9
2021-02-28,62.303999999999995,11309,34541,8695,36161,316041,2.86,65.86
2021-03-07,62.29200000000001,13408,35253,9503,31908,331754,2.79,65.94
2021-03-14,65.022,15738,35905,9367,32398,336391,2.65,68.15
2021-03-21,63.222,16159,35517,10184,33761,339841,2.53,66.11
2021-03-28,59.95,17392,37375,10602,35447,341485,2.54,62.51
2021-04-04,60.66,17058,37199,11613,36428,336590,2.54,63.68
2021-04-11,59.348,17325,38017,10219,34159,330481,2.45,61.83
2021-04-18,61.926,17182,38126,10563,31960,330411,2.59,64.69
2021-04-25,62.182,16934,37853,9949,38195,326066,2.76,65.34
2021-05-02,63.472,16927,37646,13348,32124,315910,2.88,66.96
2021-05-09,65.1,16988,37965,9650,32816,317369,2.95,68.99
2021-05-16,65.066,17441,39332,12019,37721,318112,2.93,68.73
2021-05-23,64.114,17207,38595,12369,37100,315202,2.91,67.48
2021-05-30,66.398,17829,39331,9722,33427,310348,2.86,69.02
2021-06-06,68.7425,17932,38906,11399,38688,303720,3.03,70.66
2021-06-13,70.112,18495,38781,13514,39425,299813,3.12,71.46
2021-06-20,71.546,18775,39468,12784,40416,292907,3.28,73.11
2021-06-27,73.48400000000001,18187,40075,12428,36739,286514,3.28,75.41
2021-07-04,74.06800000000001,18088,40315,10456,34675,281491,3.72,76.26
2021-07-11,73.345,18227,38623,13645,35981,274556,3.65,76.13
2021-07-18,73.188,18046,38424,10448,40666,275109,3.73,75.8
2021-07-25,69.684,17393,40015,10633,38038,274061,3.93,72.2
2021-08-01,72.75,17246,39816,9233,36527,276619,4.06,75.75
2021-08-08,69.5,17246,39422,11758,35873,277427,4.15,72.26
2021-08-15,68.334,17915,39510,11860,36429,274585,4.1,71.09
2021-08-22,65.048,17767,39802,10751,36441,273235,3.9,68.08
2021-08-29,67.59,17196,39768,10986,37937,265101,4.07,71.02
2021-09-05,69.15,15175,39051,10467,34063,264426,4.49,73.02
2021-09-12,68.9825,15355,38528,9741,32802,259472,4.87,72.01
2021-09-19,71.688,16545,38426,9905,37287,257742,5.42,74.13
2021-09-26,72.18,16880,38889,10588,38178,261741,5.03,75.32
2021-10-03,75.454,17099,39063,9069,40344,263362,5.68,78.44
2021-10-10,78.50399999999999,16449,38765,10526,34633,270408,5.87,82.01
2021-10-17,81.176,16773,38623,10385,32913,269999,5.54,83.87
2021-10-24,83.476,17201,39222,10684,35321,274722,4.95,84.98
2021-10-31,83.84400000000001,17468,38866,11186,34946,275764,5.68,84.12
2021-11-07,81.788,17726,38367,12302,34255,273832,5.48,82.52
2021-11-14,81.92999999999999,17176,38582,12395,35822,269176,4.99,83.39
2021-11-21,78.99199999999999,17560,38353,10101,36171,267345,4.91,81.63
2021-11-28,77.79333333333334,18293,38073,10215,37367,265698,4.9,80.24
2021-12-05,66.89,17210,37316,9803,36439,268864,4.32,71.0
2021-12-12,71.314,17877,38236,11646,36954,266355,3.68,74.79
2021-12-19,71.184,17409,38196,11645,35486,264510,3.78,73.76
2021-12-26,71.625,18002,39207,11414,37672,261267,3.85,73.91
2022-01-02,76.048,17860,33507,9169,32777,260372,3.57,78.16
2022-01-09,77.85799999999999,16865,32540,8575,34037,255165,3.8,80.5
2022-01-16,81.51599999999999,17228,34394,9021,37428,256040,4.42,85.07
2022-01-23,85.92750000000001,16804,34080,9525,34819,256573,4.5,89.16
2022-01-30,86.94,17093,35057,9096,38880,252700,4.6,90.12
2022-02-06,89.596,17182,35522,10553,36035,248379,5.78,92.77
2022-02-13,90.614,15547,35975,8850,33872,250636,4.19,96.43
2022-02-20,92.892,16823,37582,10146,38053,253550,4.39,97.8
2022-02-27,92.175,16977,37573,12761,33387,253225,4.62,99.36
2022-03-06,106.798,16930,38923,10588,36637,251476,4.57,114.43
2022-03-13,113.39000000000001,17400,38666,12241,36193,258621,4.7,122.29
2022-03-20,100.42999999999999,17286,37344,13373,36676,253294,4.68,109.59
2022-03-27,113.69200000000001,17493,36646,11586,35533,249774,5.14,123.6
2022-04-03,103.89200000000001,16647,37299,13324,35549,253592,5.41,111.26
2022-04-10,99.212,16762,38122,11167,33887,258906,6.08,103.33
2022-04-17,101.46000000000001,16892,38031,14870,32902,255220,6.64,105.42
2022-04-24,104.018,17502,37924,13502,34497,255779,7.1,105.72
2022-05-01,102.848,17639,38763,13032,36238,260664,6.81,103.92
2022-05-08,106.68800000000002,17644,39201,11666,34979,262170,8.04,110.36
2022-05-15,104.998,17498,39141,13084,36829,259916,7.47,107.43
2022-05-22,112.178,18118,39641,14917,36438,258967,8.21,112.93
2022-05-29,113.38,17563,40000,14367,36593,252427,8.79,117.66
2022-06-05,116.3725,17584,38748,10338,36009,258881,8.54,124.11
2022-06-12,120.42999999999999,18180,38923,13496,37867,259976,8.95,127.4
2022-06-19,116.45599999999999,17725,38472,13280,35106,259006,7.93,125.08
2022-06-26,107.8825,18816,38769,12871,34683,257413,6.43,116.83
2022-07-03,110.96199999999999,19360,38790,12185,38529,263041,6.35,120.34
2022-07-10,103.315,18719,37816,11875,37774,265100,5.9,113.64
2022-07-17,99.92,18130,37666,13119,36943,264533,6.76,109.8
2022-07-24,102.24,17411,38478,15416,35069,262881,7.76,113.53
2022-07-31,99.604,17674,38809,13470,40850,262148,8.74,109.28
2022-08-07,94.00800000000001,18590,39003,10659,34859,267553,8.14,102.54
2022-08-14,94.652,18327,39790,15709,34354,260257,8.15,104.64
2022-08-21,91.814,18188,39166,15253,35444,258947,9.19,96.73
2022-08-28,94.47200000000001,18000,38801,13909,33623,256722,9.56,98.87
2022-09-04,90.79,18286,38772,13235,38571,266097,9.17,95.31
2022-09-11,85.28999999999999,17708,38360,13331,32207,267136,8.3,90.43
2022-09-18,87.238,19481,37759,13736,38805,269645,8.42,91.41
2022-09-25,83.462,18273,38774,15630,35928,267460,7.69,88.54
2022-10-02,80.076,18180,38107,15163,32478,266799,6.63,87.28
2022-10-09,88.22200000000001,16761,38760,12800,34040,274770,6.01,94.66
2022-10-16,88.974,18341,38411,13606,33203,273955,6.29,94.62
2022-10-23,85.356,17848,39136,16555,35377,276402,5.48,91.04
2022-10-30,87.87,17809,38740,13387,34791,274194,5.12,93.01
2022-11-06,89.136,18691,38080,13213,36535,274634,4.57,95.86
2022-11-13,88.41,18464,38304,13749,32386,270650,4.34,96.08
2022-11-20,84.02000000000001,18337,38131,14169,38529,265884,6.06,92.09
2022-11-27,78.7375,18648,38271,16724,34004,254447,6.41,86.4
2022-12-04,79.292,18957,36209,13155,34698,250454,6.06,85.03
2022-12-11,73.064,18084,37711,15140,38802,259638,4.6,78.56
2022-12-18,75.124,18459,37399,15064,32865,255924,6.78,80.8
2022-12-25,77.27799999999999,18746,39201,12686,35613,256690,6.35,80.68
2023-01-01,79.2325,14470,34113,14761,32071,259213,4.06,81.83
2023-01-08,74.2675,16601,33010,10877,35025,277274,3.65,77.2
2023-01-15,77.096,16774,36194,14061,39114,282304,3.46,80.61
2023-01-22,80.34,16542,35954,15201,33972,284612,3.17,84.57
2023-01-29,80.326,16982,35639,12762,40456,287002,3.08,85.9
2023-02-05,76.506,16405,35674,12062,41252,287634,2.64,81.87
2023-02-12,77.506,16454,37252,12352,35666,302792,2.34,83.3
2023-02-19,78.51,15865,36699,15186,35761,308337,2.41,84.17
2023-02-26,75.42,15951,37834,16757,34749,307957,2.18,81.77
2023-03-05,77.538,17091,37504,12734,35567,309685,2.6,83.6
2023-03-12,77.31,16163,37802,16257,34017,310510,2.48,82.86
2023-03-19,69.6,17142,38175,16876,35013,312060,2.47,74.98
2023-03-26,69.332,17161,38205,15206,31176,304039,2.06,74.24
2023-04-02,73.788,17381,37772,16408,39548,299842,2.01,78.0
2023-04-09,80.6225,16765,38230,11398,35515,301345,2.14,85.99
2023-04-16,81.86600000000001,17471,38067,15655,35957,298044,2.09,87.36
2023-04-23,79.218,17272,38833,15335,36797,292931,2.21,84.62
2023-04-30,76.314,16886,39358,15394,35884,288535,2.2,81.4
2023-05-07,71.164,16853,38408,12113,31880,287814,2.03,74.62
2023-05-14,72.034,17594,38959,15116,38342,291655,2.1,76.08
2023-05-21,71.618,17208,39814,14649,33277,281978,2.29,75.75
2023-05-28,72.61600000000001,18344,39800,16109,40277,287831,2.17,76.48
2023-06-04,69.8525,18511,38183,11127,36289,288743,1.93,73.89
2023-06-11,71.562,17927,39274,12931,36030,296429,1.99,76.06
2023-06-18,69.422,18245,38980,15132,35719,296947,2.05,74.39
2023-06-25,70.405,17007,38614,17113,37587,289508,2.28,75.26
2023-07-02,69.364,17430,39369,13744,39606,287339,2.58,73.55
2023-07-09,71.78999999999999,18291,38489,11321,33155,293707,2.53,76.6
2023-07-16,75.19800000000001,18431,38422,14189,39620,294780,2.53,79.79
2023-07-23,75.608,17309,39369,15522,36140,294692,2.54,79.48
2023-07-30,79.67999999999999,17531,39888,17062,37277,277859,2.59,83.55
2023-08-06,81.398,18108,39616,11131,37012,283110,2.49,85.63
2023-08-13,83.042,17117,39874,15054,38855,277342,2.76,87.83
2023-08-20,80.928,17255,39430,14802,38881,274131,2.59,85.87
2023-08-27,79.97200000000001,17730,39577,14937,37300,263467,2.53,84.71
2023-09-03,82.5,17726,38779,16358,37976,258838,2.57,87.57
2023-09-10,87.1675,17774,38370,12142,41712,263664,2.52,91.29
2023-09-17,89.144,18127,38315,15761,36358,261978,2.71,93.87
2023-09-24,90.27799999999999,17739,38475,14347,38945,259955,2.62,94.86
